calle_lev,edad,origen,destino,motivo_viaje,motivo_dejar_bici,robado_bici,robo_forma,sexo,educacion,ingreso_mensual
NI?OS HEROES,54,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Secundaria,"3,001-6,000"
AV TELECOMUNICACIONES,40,Trabajo,Trabajo,Relacionado con el trabajo,Llevar prisa,Sí,Estacionada,Mujer,Primaria,"3,001-6,000"
BATALLA DE CALPULALOA,42,Trabajo,Otro,Relacionado con el trabajo,Clima,No,,Hombre,Preparatoria o Bachillerato,No contestó
CARDIOLOGOS,17,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,No,,Hombre,Secundaria,"3,001-6,000"
AV BENITO JUAREZ,28,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"10,001-15000"
AV GUELATAO,16,Hogar,Trabajo,Ir al trabajo,Llevar prisa,No,,Hombre,Secundaria,"6,001-10,000"
SANTA MARIA MEYEHUALCO,18,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV. JALISCO,16,Hogar,Trabajo,Ir al trabajo,Llevar prisa,No,,Hombre,Secundaria,"1,001-3,000"
EL VERGEL,73,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,No,,Hombre,Primaria,"1,001-3,000"
SAN MIGUEL,34,Hogar,Otro,Recreación,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
MIGUEL LERDO DE TEJADA,52,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Licenciatura,"<15,001"
REFORMA,18,Hogar,Otro,Relacionado con el trabajo,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
REFORMA,57,Otro,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"6,001-10,000"
REFORMA,33,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,Sí,Estacionada,Hombre,Licenciatura,"10,001-15000"
REFORMA,31,"Restaurante, bar, cafetería",Trabajo,Relacionado con el trabajo,Inseguridad,Sí,Estacionada,Hombre,Licenciatura,"10,001-15000"
REFORMA,40,Hogar,Trabajo,Ir al trabajo,Inseguridad,No,,Mujer,Licenciatura,"<15,001"
DR. IGNACIO MORONES PRIETO,25,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
DR. IGNACIO MORONES PRIETO,28,"Centro comercial, tienda, mercado",Hogar,Hacer compras,Clima,No,,Hombre,Licenciatura,"10,001-15000"
BAJA CALIFORNIA,57,Hogar,Otro,Hacer compras,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
JAIME NUNO,48,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Mujer,Preparatoria o Bachillerato,">1,000"
EMILIANO ZAPATA,33,Hogar,Trabajo,Ir al trabajo,Recorrido muy largo,No,,Hombre,Maestría,"10,001-15000"
EMILIANO ZAPATA,32,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Secundaria,">1,000"
SANTIAGO ATEPETLAC,14,Hogar,Otra vivienda,Recreación,Fala mecánica de bici,No,,Mujer,Secundaria,No contestó
SANTIAGO ATEPETLAC,14,Escuela,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Secundaria,No contestó
OTHON DE MENDIZABAL OTE,60,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,No,,Hombre,Licenciatura,"1,001-3,000"
SANTIAGO ATEPETLAC,39,"Centro comercial, tienda, mercado",Otra vivienda,Ir de visita,Lesión o incapacidad,No,,Mujer,Preparatoria o Bachillerato,No contestó
ACUEDUCTO DE GUADALUPE,50,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
PONIENTE 134.,28,Trabajo,Otro,Relacionado con el trabajo,Fala mecánica de bici,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
ACUEDUCTO DE GUADALUPE,40,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Secundaria,"1,001-3,000"
LAZARO CARDENAS,46,Hogar,Trabajo,Ir al trabajo,Recorrido muy largo,No,,Hombre,Licenciatura,"3,001-6,000"
LAZARO CARDENAS,41,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Cambio de trabajo,Sí,Estacionada,Hombre,Secundaria,"1,001-3,000"
LEON DE LOS ALDAMA,36,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Secundaria,"1,001-3,000"
LAZARO CARDENAS,44,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,No,,Mujer,Primaria,"1,001-3,000"
LAZARO CARDENAS,24,Trabajo,Trabajo,Relacionado con el trabajo,Fala mecánica de bici,No,,Hombre,Secundaria,"1,001-3,000"
ACUEDUCTO DE GUADALUPE,52,Hogar,Trabajo,Ir al trabajo,Clima,No,,Hombre,Secundaria,"3,001-6,000"
LEON DE LOS ALDAMA,52,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
EDUARDO MOLINA,64,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Ningún motivo,Sí,Estacionada,Hombre,Secundaria,No contestó
EDUARDO MOLINA,67,Hogar,Otro,Hacer compras,Fala mecánica de bici,No,,Hombre,Secundaria,"3,001-6,000"
FERNANDO AMILPA,33,Trabajo,Trabajo,Relacionado con el trabajo,Inseguridad,Sí,En movimiento,Hombre,Primaria,"1,001-3,000"
FERNANDO AMILPA,54,Trabajo,Trabajo,Relacionado con el trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,"1,001-3,000"
FERNANDO AMILPA,20,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Secundaria,"3,001-6,000"
FERNANDO AMILPA,72,Hogar,"Centro comercial, tienda, mercado",Llevar o recoger a alguien,Lesión o incapacidad,No,,Hombre,Carrera Técnica,"3,001-6,000"
CALZADA SAN JUAN DE ARAGON,50,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,Sí,Estacionada,Hombre,Primaria,"1,001-3,000"
CALZADA SAN JUAN DE ARAGON,57,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Primaria,No contestó
EDUARDO MOLINA,36,Hogar,Otra vivienda,Ir de visita,Ningún motivo,No,,Hombre,Secundaria,No contestó
CAMINO REAL A TOLUCA,18,Hogar,Otro,Recreación,Inseguridad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV DR ALFONSO CASOS ANDRADE,22,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,No contestó
AV. CUITLAHUAC,62,Hogar,Otra vivienda,Ir de visita,Recorrido muy largo,Sí,Estacionada,Hombre,Primaria,"3,001-6,000"
AV. CUITLAHUAC,34,Otro,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"6,001-10,000"
CALZADA ERMITA IZTAPALAPA,51,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
AV. JARDIN,38,Trabajo,Hogar,Ir al trabajo,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CALZADA ERMITA IZTAPALAPA,17,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,">1,000"
AV. JARDIN,63,Hogar,Trabajo,Ir al trabajo,Ningún motivo,Sí,Estacionada,Hombre,Secundaria,">1,000"
AV. JARDIN,17,Trabajo,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,">1,000"
ISABEL LA CATOLICA,48,Hogar,Trabajo,Relacionado con el trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
ISABEL LA CATOLICA,55,Trabajo,Trabajo,Relacionado con el trabajo,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
RIO DE GUADALUPE,34,Trabajo,Hogar,Regreso a casa,Falta de infraestructura,No,,Hombre,Licenciatura,"10,001-15000"
AV JALALPA,21,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Clima,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CALZADA DESIERTO DE LOS LEONES,21,Trabajo,Hogar,Regreso a casa,Inseguridad,No,,Hombre,Secundaria,"3,001-6,000"
AV. ISIDRO ALTO LERMA,20,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"1,001-3,000"
AV. JARDIN,67,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Recorrido muy largo,No,,Hombre,Primaria,">1,000"
CALZADA CAMARONES,23,Hogar,Trabajo,Ir al trabajo,Falta de infraestructura,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CALZADA CAMARONES,33,Hogar,Trabajo,Ir de visita,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
CALZADA CAMARONES,28,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
SIMON BOLIVAR,25,"Restaurante, bar, cafetería",Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"1,001-3,000"
AV UNIVERSIDAD,99,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
ISABEL LA CATOLICA,47,Trabajo,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Licenciatura,"3,001-6,000"
AV. DE LAS GRANJAS,17,Hogar,Escuela,Ir a estudiar,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
REAL DE SAN MARTIN,46,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,No contestó
JERUSALEN,27,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Licenciatura,"<15,001"
REAL DE SAN MARTIN,62,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,No contestó
CAMINO A NEXTENGO,63,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,">1,000"
CAMINO A NEXTENGO,72,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,Sí,En movimiento,Hombre,Preparatoria o Bachillerato,">1,000"
REAL DE SAN MARTIN,40,Escuela,Hogar,Regreso a casa,Recorrido muy largo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV. DE LAS CULTURAS,44,Trabajo,Hogar,Regreso a casa,Ningún motivo,Sí,Estacionada,Hombre,Carrera Técnica,"6,001-10,000"
EL ROSARIO,31,Hogar,Trabajo,Ir al trabajo,Clima,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,">1,000"
FAJA DE ORO,59,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,"3,001-6,000"
AV. DE LAS CULTURAS,29,Escuela,Hogar,Regreso a casa,Ningún motivo,Sí,Estacionada,Mujer,Licenciatura,"1,001-3,000"
EL ROSARIO,71,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,No contestó
EL ROSARIO,65,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,No contestó
EL ROSARIO,60,Otro,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Primaria,No contestó
SAN FRANCISCO,54,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,No,,Hombre,Secundaria,"3,001-6,000"
PASEO DEL PEDREGAL,30,Otra vivienda,Trabajo,Regreso a casa,Clima,No,,Mujer,Normal,"6,001-10,000"
VASCO DE QUIROGA,23,"Centro comercial, tienda, mercado","Centro comercial, tienda, mercado",Trámite,Clima,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV DR JESÚS MARÍA VERTIZ,40,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,No,,Hombre,Primaria,"3,001-6,000"
AV DR JESÚS MARÍA VERTIZ,29,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Licenciatura,"3,001-6,000"
EXTREMADURA,65,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Inseguridad,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
ANEXAGORAS,30,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,Sí,En movimiento,Mujer,Licenciatura,No contestó
EXTREMADURA,43,Hogar,Trabajo,Ir al trabajo,Clima,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
MELCHOR OCAMPO,48,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"3,001-6,000"
FEBO,48,Otro,Hogar,Regreso a casa,Llevar prisa,No,,Hombre,Secundaria,"3,001-6,000"
EXTREMADURA,23,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Recorrido muy largo,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
AV. PEDRO ENRIQUE UREÑA,45,Otra vivienda,Trabajo,Ir al trabajo,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
AV. CERRO DE LAS TORRES,44,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Mujer,Carrera Técnica,">1,000"
LERDO,27,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"10,001-15000"
JUVENTINO ROSAS,42,Hogar,Otro,Trámite,Ningún motivo,Sí,Estacionada,Hombre,Ninguno,"1,001-3,000"
LERDO,22,Otro,Otra vivienda,Ir de visita,Clima,No,,Mujer,Licenciatura,"6,001-10,000"
MANUEL MARIA CONTRERAS,38,Hogar,Trabajo,Ir al trabajo,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
DIVISION DEL NORTE,24,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CALCADA DE LAS BOMBAS,50,Trabajo,"Centro comercial, tienda, mercado",Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"3,001-6,000"
CALCADA DE LAS BOMBAS,29,Escuela,Hogar,Regreso a casa,Llevar prisa,No,,Hombre,Licenciatura,No contestó
AV. CANAL DE MIRAMONTES,21,Escuela,Hogar,Regreso a casa,Lesión o incapacidad,No,,Mujer,Preparatoria o Bachillerato,No contestó
SANTA ANA,35,Otro,Otra vivienda,Relacionado con el trabajo,Fala mecánica de bici,No,,Hombre,Secundaria,"1,001-3,000"
REY NEZAHUALCOYOTL,45,Trabajo,"Centro comercial, tienda, mercado",Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,No contestó
JOSE SOTERO CASTAÑEDA,40,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"<15,001"
JOSE SOTERO CASTAÑEDA,24,Hogar,Escuela,Ir a estudiar,Fala mecánica de bici,No,,Hombre,Licenciatura,"1,001-3,000"
MOSQUETA,55,Escuela,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Secundaria,"3,001-6,000"
MOSQUETA,37,Trabajo,Trabajo,Relacionado con el trabajo,Ningún motivo,No,,Hombre,Secundaria,"3,001-6,000"
PONIENTE 134,30,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Mujer,Primaria,"3,001-6,000"
PONIENTE 134,42,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Mujer,Carrera Técnica,"3,001-6,000"
FERNANDO AMILPA,40,Trabajo,Hogar,Regreso a casa,Cambio de trabajo,Sí,Estacionada,Hombre,Primaria,"3,001-6,000"
ACUEDUCTO DE GUADALUPE,24,Hogar,Escuela,Ir a estudiar,Fala mecánica de bici,No,,Hombre,Licenciatura,No contestó
SANTIAGO ATEPETLAC,14,Escuela,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Secundaria,No contestó
SANTIAGO ATEPETLAC,27,Escuela,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Secundaria,"3,001-6,000"
LAZARO CARDENAS,29,Trabajo,Hogar,Regreso a casa,Cambio de trabajo,No,,Hombre,Licenciatura,"3,001-6,000"
LEON DE LOS ALDAMA,32,Hogar,Escuela,Ir a estudiar,Ningún motivo,Sí,En movimiento,Mujer,Preparatoria o Bachillerato,"1,001-3,000"
LEON DE LOS ALDAMA,60,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Mujer,Primaria,">1,000"
EDUARDO MOLINA,33,Hogar,Otro,Recreación,Inseguridad,No,,Mujer,Preparatoria o Bachillerato,"1,001-3,000"
DARIO FERNANDEZ,77,Hogar,Otra vivienda,Ir de visita,Fala mecánica de bici,Sí,En movimiento,Hombre,Primaria,"1,001-3,000"
EDUARDO MOLINA,62,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Clima,Sí,Estacionada,Hombre,Licenciatura,"3,001-6,000"
FERROCARRIL HIDALGO HIDALGO,64,Otro,Trabajo,Llevar o recoger a alguien,Cambio de trabajo,No,,Hombre,Primaria,"3,001-6,000"
EDUARDO MOLINA,24,Hogar,Otro,Trámite,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
BAJA CALIFORNIA,34,Escuela,Hogar,Regreso a casa,Clima,Sí,Estacionada,Hombre,Licenciatura,"6,001-10,000"
BAJA CALIFORNIA,34,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Licenciatura,"6,001-10,000"
SAN MIGUEL,47,Hogar,Otra vivienda,Recreación,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"3,001-6,000"
BAJA CALIFORNIA,38,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,Sí,En movimiento,Hombre,Secundaria,"1,001-3,000"
DR. IGNACIO MORONES PRIETO,30,Hogar,Trabajo,Ir al trabajo,Inseguridad,No,,Hombre,Normal,"10,001-15000"
BAJA CALIFORNIA,19,Escuela,Hogar,Regreso a casa,Llevar prisa,No,,Mujer,Preparatoria o Bachillerato,No contestó
REFORMA,26,Trabajo,Hogar,Regreso a casa,Inseguridad,No,,Hombre,Licenciatura,"<15,001"
REFORMA,23,Hogar,Otro,Recreación,Inseguridad,No,,Hombre,Licenciatura,"3,001-6,000"
DR. IGNACIO MORONES PRIETO,23,Hogar,Otro,No contestó,Clima,No,,Hombre,Normal,"10,001-15000"
REFORMA,37,Hogar,Trabajo,Ir al trabajo,Clima,No,,Hombre,Licenciatura,"<15,001"
REFORMA,35,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,No,,Hombre,Licenciatura,"<15,001"
JOSE LORETO FABELA,19,Hogar,Escuela,Ir a estudiar,Fala mecánica de bici,No,,Mujer,Preparatoria o Bachillerato,">1,000"
JOSE LORETO FABELA,61,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Primaria,"3,001-6,000"
RIO BAMBA,40,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Mujer,Secundaria,"3,001-6,000"
AV TALISMAN,56,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,"3,001-6,000"
JOSE LORETO FABELA,25,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,No,,Hombre,Licenciatura,No contestó
AVILA CAMACHO,44,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Licenciatura,"3,001-6,000"
AV. FRANCISCO TLALTENCO,50,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Mujer,Secundaria,"1,001-3,000"
AV. FRANCISCO TLALTENCO,38,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,No contestó
AV. FRANCISCO TLALTENCO,16,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Cambio de trabajo,No,,Hombre,Secundaria,"3,001-6,000"
AV DEL ARBOL,49,Hogar,Trabajo,Ir al trabajo,Clima,Sí,En movimiento,Hombre,Primaria,"1,001-3,000"
AV. VILLA FRANQUEZA,48,Trabajo,Hogar,Regreso a casa,Ningún motivo,Sí,En movimiento,Hombre,Primaria,No contestó
AV. VILLA FRANQUEZA,69,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Hombre,Ninguno,"1,001-3,000"
CARRIL,28,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Llevar prisa,No,,Hombre,Secundaria,"3,001-6,000"
AV. SAN JERONIMO,14,Escuela,Hogar,Llevar o recoger a alguien,Fala mecánica de bici,No,,Hombre,Secundaria,">1,000"
SAN LUIS CABRERA,38,Hogar,Otro,Recreación,Recorrido muy largo,No,,Hombre,Secundaria,No contestó
CAMINO DE SANTA TERESA,41,Hogar,Trabajo,Ir al trabajo,Clima,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CAMINO DE SANTA TERESA,54,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,No contestó
FELIPE CARRILLO PUERTO ESQUINA MARINA NACIONAL,72,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Primaria,"3,001-6,000"
CARRILLO PUERTO MARINA NACIONAL,58,Trabajo,Otro,Hacer compras,Lesión o incapacidad,No,,Hombre,Licenciatura,No contestó
MARINA NACIONAL,23,Hogar,Trabajo,Ir al trabajo,Falta de infraestructura,No,,Hombre,Carrera Técnica,"3,001-6,000"
MARINA NACIONAL,23,Hogar,Trabajo,Ir al trabajo,Ningún motivo,Sí,En movimiento,Hombre,Secundaria,"1,001-3,000"
SIERRA TARAUMARA,33,Hogar,Trabajo,Recreación,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"6,001-10,000"
AV EJERCITO NACIONAL,24,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV EJERCITO NACIONAL,43,Trabajo,Hogar,Ir a comer,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
AV EJERCITO NACIONAL,25,Trabajo,Hogar,Regreso a casa,Clima,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
SCHILLER,27,Trabajo,Otro,Relacionado con el trabajo,Clima,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,No contestó
SCHILLER,38,Trabajo,Trabajo,Relacionado con el trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
SCHILLER,25,Trabajo,Hogar,Regreso a casa,No haya bici disponible,No,,Hombre,Licenciatura,"10,001-15000"
SCHILLER,29,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Mujer,Licenciatura,"<15,001"
REFORMA,33,Trabajo,Hogar,Llevar o recoger a alguien,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,No contestó
REFORMA,31,Trabajo,Otro,Ir de visita,Inseguridad,No,,Mujer,Licenciatura,No contestó
AV.MORELOS,32,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,No,,Hombre,Secundaria,"6,001-10,000"
VA LAS CRUCES,36,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV. MIGUEL HIDALGO,23,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
RICARDO MONGUES LOPEZ,59,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"3,001-6,000"
LA TURBA,51,Otro,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
LA TURBA,44,Hogar,Trabajo,Ir al trabajo,No haya bici disponible,No,,Hombre,Carrera Técnica,"1,001-3,000"
LA TURBA,24,Hogar,Otro,Recreación,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,No contestó
AV. JULIO DELGADO,41,Hogar,Otra vivienda,Ir de visita,Fala mecánica de bici,No,,Hombre,Primaria,No contestó
SAN RAFAEL ATIXCO,52,Hogar,Otro,Recreación,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
MAR DE LLUVIAS,54,Hogar,Otra vivienda,Relacionado con el trabajo,Fala mecánica de bici,No,,Hombre,Primaria,"6,001-10,000"
AGRICULTURA,45,Hogar,Otro,Llevar o recoger a alguien,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"6,001-10,000"
AGRICULTURA,23,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
AV CUITLAHUAC,31,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"3,001-6,000"
DR. JUAN PALOMO MARTINEZ,38,Hogar,Otro,Recreación,Lesión o incapacidad,No,,Mujer,Preparatoria o Bachillerato,"6,001-10,000"
CAMINO REAL,33,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Clima,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CAMINO REAL,50,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,">1,000"
JOSE LOPEZ PORTILLO,15,Hogar,Otra vivienda,Ir de visita,Clima,No,,Hombre,Secundaria,">1,000"
EMILIANO ZAPATA,16,Trabajo,Hogar,Regreso a casa,No haya bici disponible,No,,Hombre,Secundaria,No contestó
POPOLNAH,43,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,No,,Hombre,Secundaria,"3,001-6,000"
"AV, UNION",33,Hogar,Otro,Trámite,Fala mecánica de bici,Sí,Estacionada,Hombre,Licenciatura,"6,001-10,000"
BOULEVARD PICACHO AJUSCO Y TIZIMIN,52,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Primaria,"1,001-3,000"
DZITAS,44,Trabajo,Otro,Relacionado con el trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"6,001-10,000"
TENORIOS,60,Hogar,Otro,Recreación,Falta de infraestructura,Sí,Estacionada,Hombre,Licenciatura,No contestó
BOULEVARD PICACHO AJUSCO,14,Hogar,Otra vivienda,Ir de visita,Llevar prisa,No,,Hombre,Primaria,No contestó
CAMINO ANTIGUO A CUERNAVACA,14,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Primaria,"3,001-6,000"
AV. MEXICO AJUSCO,62,Otro,Hogar,Regreso a casa,Ningún motivo,Sí,En movimiento,Hombre,Primaria,"1,001-3,000"
INSURGENTE SUR,59,Trabajo,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Secundaria,"1,001-3,000"
