folio,fecha_creacion,hora_creacion,dia_semana,codigo_cierre,fecha_cierre,año_cierre,mes_cierre,hora_cierre,delegacion_inicio,incidente_c4,latitud,longitud,clas_con_f_alarma,tipo_entrada,delegacion_cierre,geopoint,mes
C5/191118/03138,18/11/2019,12:50:51,Lunes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",18/11/2019,2019,Noviembre,13:04:25,MAGDALENA CONTRERAS,accidente-ciclista,19.289722,-99.303612,URGENCIAS MEDICAS,LLAMADA DEL 911,MAGDALENA CONTRERAS,"19.289722,-99.303612",11
C5/191118/02318,18/11/2019,10:30:58,Lunes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",18/11/2019,2019,Noviembre,11:26:34,ALVARO OBREGON,accidente-ciclista,19.33765002,-99.21503988,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.33765002,-99.21503988",11
C5/191118/05483,18/11/2019,18:33:48,Lunes,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",18/11/2019,2019,Noviembre,19:04:27,CUAUHTEMOC,accidente-ciclista,19.44267003,-99.16255008,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.44267003,-99.16255008",11
C5/191119/03548,19/11/2019,13:06:32,Martes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",19/11/2019,2019,Noviembre,13:16:24,IZTACALCO,accidente-ciclista,19.38725001,-99.06333012,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.38725001,-99.06333012",11
C5/191119/03544,19/11/2019,13:05:41,Martes,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",19/11/2019,2019,Noviembre,13:16:52,IZTACALCO,accidente-ciclista,19.38744999,-99.06442992,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.38744999,-99.06442992",11
C5/191120/03478,20/11/2019,13:11:43,Miércoles,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",20/11/2019,2019,Noviembre,13:55:43,GUSTAVO A. MADERO,accidente-ciclista,19.50581997,-99.12956004,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.50581997,-99.12956004",11
C5/191120/01218,20/11/2019,07:50:05,Miércoles,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",20/11/2019,2019,Noviembre,08:16:24,IZTAPALAPA,accidente-ciclista,19.34723997,-99.10729008,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.34723997,-99.10729008",11
C5/191120/03401,20/11/2019,13:01:33,Miércoles,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",20/11/2019,2019,Noviembre,16:04:28,CUAUHTEMOC,accidente-ciclista,19.40661,-99.15509988,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.40661,-99.15509988",11
C5/191121/05968,21/11/2019,18:48:09,Jueves,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",21/11/2019,2019,Noviembre,18:50:37,AZCAPOTZALCO,accidente-ciclista,19.46841003,-99.17615016,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,"19.46841003,-99.17615016",11
C5/191121/05073,21/11/2019,16:44:38,Jueves,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",21/11/2019,2019,Noviembre,18:22:03,ALVARO OBREGON,accidente-ciclista,19.36061001,-99.261,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.36061001,-99.261",11
C5/191121/05415,21/11/2019,17:31:04,Jueves,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",21/11/2019,2019,Noviembre,17:37:39,COYOACAN,accidente-ciclista,19.34520003,-99.16948008,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,"19.34520003,-99.16948008",11
C5/191122/08049,22/11/2019,21:20:22,Viernes,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",22/11/2019,2019,Noviembre,21:37:03,XOCHIMILCO,accidente-ciclista,19.27361997,-99.11973996,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,"19.27361997,-99.11973996",11
C5/191122/05892,22/11/2019,17:17:34,Viernes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",22/11/2019,2019,Noviembre,17:36:19,COYOACAN,accidente-ciclista,19.35125001,-99.17507988,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,"19.35125001,-99.17507988",11
C5/191123/06056,23/11/2019,15:43:50,Sábado,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",23/11/2019,2019,Noviembre,16:05:29,GUSTAVO A. MADERO,accidente-ciclista,19.51315002,-99.12412008,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.51315002,-99.12412008",11
C5/191123/05322,23/11/2019,14:20:04,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",23/11/2019,2019,Noviembre,14:34:40,IZTAPALAPA,accidente-ciclista,19.37168001,-99.08024004,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.37168001,-99.08024004",11
C5/191124/05178,24/11/2019,14:20:34,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",24/11/2019,2019,Noviembre,14:45:40,IZTACALCO,accidente-ciclista,19.38677004,-99.11350008,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.38677004,-99.11350008",11
C5/191124/07955,24/11/2019,20:39:02,Domingo,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",24/11/2019,2019,Noviembre,21:01:55,CUAUHTEMOC,accidente-ciclista,19.42237998,-99.16219008,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.42237998,-99.16219008",11
C5/191125/02024,25/11/2019,09:47:50,Lunes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",25/11/2019,2019,Noviembre,10:44:11,BENITO JUAREZ,accidente-ciclista,19.3959,-99.18543996,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.3959,-99.18543996",11
C5/191125/01743,25/11/2019,08:55:19,Lunes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",25/11/2019,2019,Noviembre,09:17:12,BENITO JUAREZ,accidente-ciclista,19.36179999,-99.15437988,URGENCIAS MEDICAS,LLAMADA APP911,BENITO JUAREZ,"19.36179999,-99.15437988",11
C5/191128/05508,28/11/2019,18:14:50,Jueves,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",28/11/2019,2019,Noviembre,18:34:34,BENITO JUAREZ,accidente-ciclista,19.40110002,-99.14529996,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.40110002,-99.14529996",11
C5/191128/01218,28/11/2019,07:52:47,Jueves,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",28/11/2019,2019,Noviembre,08:24:44,XOCHIMILCO,accidente-ciclista,19.25051004,-99.05654016,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,"19.25051004,-99.05654016",11
C5/191128/02291,28/11/2019,10:55:31,Jueves,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",28/11/2019,2019,Noviembre,11:27:26,CUAUHTEMOC,accidente-ciclista,19.41180003,-99.15486984,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.41180003,-99.15486984",11
C5/191128/01264,28/11/2019,08:04:28,Jueves,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",28/11/2019,2019,Noviembre,08:07:29,XOCHIMILCO,accidente-ciclista,19.25051004,-99.05654016,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,"19.25051004,-99.05654016",11
C5/191129/04496,29/11/2019,15:20:51,Viernes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",29/11/2019,2019,Noviembre,15:58:45,VENUSTIANO CARRANZA,accidente-ciclista,19.44749997,-99.09257004,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,"19.44749997,-99.09257004",11
C5/191128/07766,28/11/2019,23:25:26,Jueves,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",29/11/2019,2019,Noviembre,00:34:15,CUAUHTEMOC,accidente-ciclista,19.43676,-99.15417,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.43676,-99.15417",11
C5/190917/03570,17/09/2019,13:42:26,Martes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",17/09/2019,2019,Septiembre,14:00:51,VENUSTIANO CARRANZA,accidente-ciclista,19.41915996,-99.07270992,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,"19.41915996,-99.07270992",9
C5/190918/02212,18/09/2019,10:22:14,Miércoles,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",18/09/2019,2019,Septiembre,14:03:01,GUSTAVO A. MADERO,accidente-ciclista,19.52676,-99.16862004,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.52676,-99.16862004",9
C5/190920/02459,20/09/2019,10:05:59,Viernes,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",20/09/2019,2019,Septiembre,10:38:08,IZTAPALAPA,accidente-ciclista,19.35767997,-99.12193992,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.35767997,-99.12193992",9
C5/190921/05122,21/09/2019,14:23:18,Sábado,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",21/09/2019,2019,Septiembre,14:28:40,TLALPAN,accidente-ciclista,19.28897001,-99.12587004,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,"19.28897001,-99.12587004",9
C5/190921/05243,21/09/2019,14:38:11,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",21/09/2019,2019,Septiembre,14:49:17,MIGUEL HIDALGO,accidente-ciclista,19.416092,-99.203392,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.416092,-99.203392",9
C5/190922/06700,22/09/2019,16:05:26,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",22/09/2019,2019,Septiembre,17:06:24,CUAUHTEMOC,accidente-ciclista,19.42521003,-99.17186004,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.42521003,-99.17186004",9
C5/190922/06032,22/09/2019,14:37:36,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",22/09/2019,2019,Septiembre,15:34:50,CUAUHTEMOC,accidente-ciclista,19.44784998,-99.16248996,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.44784998,-99.16248996",9
C5/190922/07668,22/09/2019,18:11:11,Domingo,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",22/09/2019,2019,Septiembre,18:19:31,COYOACAN,accidente-ciclista,19.34272998,-99.14892984,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,"19.34272998,-99.14892984",9
C5/190922/01899,22/09/2019,03:04:09,Domingo,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",22/09/2019,2019,Septiembre,03:08:57,IZTAPALAPA,accidente-ciclista,19.35756999,-99.05965992,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.35756999,-99.05965992",9
C5/190922/07556,22/09/2019,17:53:40,Domingo,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",22/09/2019,2019,Septiembre,17:55:43,AZCAPOTZALCO,accidente-ciclista,19.48941999,-99.18135,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,"19.48941999,-99.18135",9
C5/190922/04252,22/09/2019,10:05:42,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",22/09/2019,2019,Septiembre,11:11:07,BENITO JUAREZ,accidente-ciclista,19.36918998,-99.16166988,URGENCIAS MEDICAS,RADIO,BENITO JUAREZ,"19.36918998,-99.16166988",9
C5/190923/03461,23/09/2019,12:21:23,Lunes,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",23/09/2019,2019,Septiembre,12:36:39,TLALPAN,accidente-ciclista,19.29033999,-99.15149016,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,"19.29033999,-99.15149016",9
C5/190924/03986,24/09/2019,13:54:20,Martes,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",24/09/2019,2019,Septiembre,14:12:24,IZTACALCO,accidente-ciclista,19.39071996,-99.06617988,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.39071996,-99.06617988",9
C5/190924/07516,24/09/2019,21:02:32,Martes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",24/09/2019,2019,Septiembre,21:09:31,TLAHUAC,accidente-ciclista,19.29032001,-99.00281016,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,"19.29032001,-99.00281016",9
C5/190924/04772,24/09/2019,15:25:57,Martes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",24/09/2019,2019,Septiembre,15:37:35,VENUSTIANO CARRANZA,accidente-ciclista,19.43520003,-99.12115008,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,"19.43520003,-99.12115008",9
C5/190924/06812,24/09/2019,19:37:54,Martes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",24/09/2019,2019,Septiembre,19:40:41,IZTAPALAPA,accidente-ciclista,19.33361001,-99.10461996,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.33361001,-99.10461996",9
C5/190924/04513,24/09/2019,14:55:13,Martes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",24/09/2019,2019,Septiembre,15:41:58,VENUSTIANO CARRANZA,accidente-ciclista,19.43613999,-99.12116988,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,"19.43613999,-99.12116988",9
C5/190924/04788,24/09/2019,15:26:51,Martes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",24/09/2019,2019,Septiembre,15:29:02,MIGUEL HIDALGO,accidente-ciclista,19.44218997,-99.19212984,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.44218997,-99.19212984",9
C5/190924/02252,24/09/2019,10:14:36,Martes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",24/09/2019,2019,Septiembre,10:18:19,BENITO JUAREZ,accidente-ciclista,19.39291002,-99.16732008,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.39291002,-99.16732008",9
C5/190925/07884,25/09/2019,21:49:54,Miércoles,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",25/09/2019,2019,Septiembre,23:11:01,MIGUEL HIDALGO,accidente-ciclista,19.43602002,-99.20121984,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.43602002,-99.20121984",9
C5/190926/02881,26/09/2019,11:58:55,Jueves,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",26/09/2019,2019,Septiembre,14:18:18,CUAUHTEMOC,accidente-ciclista,19.40853996,-99.17231004,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.40853996,-99.17231004",9
C5/190926/04308,26/09/2019,15:08:52,Jueves,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",26/09/2019,2019,Septiembre,15:11:30,GUSTAVO A. MADERO,accidente-ciclista,19.48896,-99.12857004,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.48896,-99.12857004",9
C5/190927/08269,27/09/2019,21:27:08,Viernes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",27/09/2019,2019,Septiembre,21:33:26,IZTAPALAPA,accidente-ciclista,19.36311003,-99.01815012,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.36311003,-99.01815012",9
C5/190927/08273,27/09/2019,21:27:25,Viernes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",27/09/2019,2019,Septiembre,21:39:00,IZTAPALAPA,accidente-ciclista,19.36311003,-99.01815012,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.36311003,-99.01815012",9
C5/190927/02627,27/09/2019,10:24:50,Viernes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",27/09/2019,2019,Septiembre,12:07:27,COYOACAN,accidente-ciclista,19.32236001,-99.12306996,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,"19.32236001,-99.12306996",9
C5/190927/05975,27/09/2019,17:21:19,Viernes,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",27/09/2019,2019,Septiembre,17:32:27,IZTACALCO,accidente-ciclista,19.38918996,-99.09411012,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.38918996,-99.09411012",9
C5/190928/06982,28/09/2019,16:56:43,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",28/09/2019,2019,Septiembre,16:58:38,XOCHIMILCO,accidente-ciclista,19.28076003,-99.11679984,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,"19.28076003,-99.11679984",9
C5/190928/08090,28/09/2019,19:05:55,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",28/09/2019,2019,Septiembre,19:22:23,IZTACALCO,accidente-ciclista,19.39052997,-99.06489,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.39052997,-99.06489",9
C5/190928/06574,28/09/2019,16:10:08,Sábado,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",28/09/2019,2019,Septiembre,16:31:08,AZCAPOTZALCO,accidente-ciclista,19.48961997,-99.19415016,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,"19.48961997,-99.19415016",9
C5/190929/04279,29/09/2019,10:29:05,Domingo,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",29/09/2019,2019,Septiembre,10:32:22,ALVARO OBREGON,accidente-ciclista,19.35785997,-99.21161988,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.35785997,-99.21161988",9
C5/190929/00138,29/09/2019,00:11:04,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",29/09/2019,2019,Septiembre,01:10:51,BENITO JUAREZ,accidente-ciclista,19.36465002,-99.16278012,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.36465002,-99.16278012",9
C5/190929/00069,29/09/2019,00:05:32,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",29/09/2019,2019,Septiembre,01:27:09,VENUSTIANO CARRANZA,accidente-ciclista,19.41867999,-99.12747996,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,"19.41867999,-99.12747996",9
C5/190929/03902,29/09/2019,09:28:49,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",29/09/2019,2019,Septiembre,10:09:13,TLALPAN,accidente-ciclista,19.25812998,-99.17178012,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,"19.25812998,-99.17178012",9
C5/190930/06258,30/09/2019,19:03:09,Lunes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",30/09/2019,2019,Septiembre,19:35:08,CUAUHTEMOC,accidente-ciclista,19.42739001,-99.13285008,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.42739001,-99.13285008",9
C5/190930/03536,30/09/2019,13:11:42,Lunes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",30/09/2019,2019,Septiembre,14:05:50,BENITO JUAREZ,accidente-ciclista,19.36918998,-99.16166988,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.36918998,-99.16166988",9
C5/190930/05008,30/09/2019,16:22:11,Lunes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",30/09/2019,2019,Septiembre,16:29:52,CUAUHTEMOC,accidente-ciclista,19.42532001,-99.14744988,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.42532001,-99.14744988",9
C5/190930/05603,30/09/2019,17:38:11,Lunes,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",30/09/2019,2019,Septiembre,17:55:04,CUAUHTEMOC,accidente-ciclista,19.42122996,-99.14018004,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.42122996,-99.14018004",9
C5/190930/07116,30/09/2019,20:52:47,Lunes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",30/09/2019,2019,Septiembre,22:21:26,TLALPAN,accidente-ciclista,19.27995003,-99.23241996,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,"19.27995003,-99.23241996",9
C5/190930/07199,30/09/2019,21:01:43,Lunes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",30/09/2019,2019,Septiembre,21:08:44,IZTAPALAPA,accidente-ciclista,19.37411001,-99.07872984,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.37411001,-99.07872984",9
C5/190930/01927,30/09/2019,09:21:24,Lunes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",30/09/2019,2019,Septiembre,10:10:25,BENITO JUAREZ,accidente-ciclista,19.38812004,-99.18624996,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.38812004,-99.18624996",9
C5/191015/08240,15/10/2019,23:11:52,Martes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",15/10/2019,2019,Octubre,23:47:40,COYOACAN,accidente-ciclista,19.35549,-99.15014988,URGENCIAS MEDICAS,RADIO,COYOACAN,"19.35549,-99.15014988",10
C5/191016/03279,16/10/2019,12:13:15,Miércoles,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",16/10/2019,2019,Octubre,12:18:25,GUSTAVO A. MADERO,accidente-ciclista,19.45297998,-99.05285016,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.45297998,-99.05285016",10
C5/191016/05757,16/10/2019,17:23:40,Miércoles,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",16/10/2019,2019,Octubre,18:05:11,CUAUHTEMOC,accidente-ciclista,19.42476003,-99.14340996,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.42476003,-99.14340996",10
C5/191016/04988,16/10/2019,15:48:08,Miércoles,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",16/10/2019,2019,Octubre,17:38:13,TLALPAN,accidente-ciclista,19.29659,-99.13123,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,"19.29659,-99.13123",10
C5/191016/03684,16/10/2019,13:05:03,Miércoles,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",16/10/2019,2019,Octubre,14:11:16,CUAUHTEMOC,accidente-ciclista,19.43893998,-99.15337008,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.43893998,-99.15337008",10
C5/191016/05699,16/10/2019,17:16:50,Miércoles,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",16/10/2019,2019,Octubre,19:01:43,CUAUHTEMOC,accidente-ciclista,19.43826003,-99.15049008,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.43826003,-99.15049008",10
C5/191017/03164,17/10/2019,12:05:37,Jueves,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",17/10/2019,2019,Octubre,12:10:02,CUAUHTEMOC,accidente-ciclista,19.43451,-99.14267988,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.43451,-99.14267988",10
